Image;Emotion;Trajectory
fear_0913;N;<700.0,1603.0,0.0>,<700.0,1599.0,99.0>,<697.3538,1586.7689,114.0>,<695.3662,1576.1973,125.0>,<693.33374,1564.0023,136.0>,<690.33276,1549.6619,147.0>,<688.34033,1530.7435,159.0>,<686.35724,1508.2866,170.0>,<684.0,1483.1941,181.0>,<683.6407,1458.6713,192.0>,<685.6341,1435.025,203.0>,<687.6431,1415.212,214.0>,<689.6352,1397.9182,225.0>,<692.8396,1382.0945,236.0>,<700.4546,1365.0908,247.0>,<707.8181,1348.1516,259.0>,<714.7845,1330.6466,270.0>,<720.9896,1311.3679,281.0>,<729.9332,1293.1002,292.0>,<741.9789,1277.6948,303.0>,<751.30676,1264.0319,315.0>,<758.97314,1250.396,326.0>,<764.3443,1237.9672,337.0>,<768.9968,1226.0063,348.0>,<773.3018,1215.0945,359.0>,<778.3032,1204.742,370.0>,<781.6429,1194.7855,381.0>,<784.2839,1187.0742,393.0>,<786.6408,1180.0776,404.0>,<790.29266,1174.061,415.0>,<794.28784,1169.0682,426.0>,<798.2615,1163.1078,437.0>,<801.62134,1157.136,448.0>,<805.27966,1150.0804,459.0>,<811.83044,1146.0,471.0>,<821.0,1147.0,479.0>,<821.0,1147.0,483.0>,
amusement_0546;P;<630.0,1498.0,0.0>,<637.0,1472.0,41.0>,<647.7201,1438.9797,47.0>,<663.5428,1381.2145,59.0>,<677.94006,1327.3218,70.0>,<703.5637,1250.5344,81.0>,<734.0263,1181.5587,92.0>,<761.4282,1130.1638,103.0>,<795.59375,1088.9955,114.0>,<815.0,1074.0,122.0>,<815.0,1074.0,127.0>,
fear_0912;N;<646.0,1546.0,0.0>,<644.0,1539.0,72.0>,<641.3206,1523.5266,82.0>,<637.321,1489.0618,93.0>,<636.0,1432.2942,104.0>,<637.6876,1372.684,115.0>,<643.6962,1312.7784,126.0>,<655.4297,1252.6385,137.0>,<671.6085,1200.9575,148.0>,<685.0807,1168.8386,159.0>,<699.4286,1142.4082,170.0>,<709.77594,1119.3378,182.0>,<720.2589,1099.1116,193.0>,<733.95197,1080.554,204.0>,<748.9787,1062.5239,215.0>,<761.11566,1048.1406,226.0>,<771.79004,1028.5779,237.0>,<782.9998,1011.8335,248.0>,<796.6733,998.6056,259.0>,<801.0,995.0,263.0>,<801.0,995.0,269.0>,
awe_0577;P;<640.0,1458.0,0.0>,<639.0,1427.0,33.0>,<649.85144,1342.5657,48.0>,<669.2218,1258.6683,59.0>,<690.40735,1194.3428,70.0>,<724.3651,1119.6437,81.0>,<756.5688,1068.6147,92.0>,<773.3852,1038.9222,103.0>,<790.0,1027.0,110.0>,<790.0,1027.0,116.0>,
excitement_0234;P;<674.0,1562.0,0.0>,<674.0,1555.0,94.0>,<673.0,1538.2357,103.0>,<672.33044,1510.2781,114.0>,<671.0,1459.6256,125.0>,<672.2986,1399.8716,136.0>,<677.5913,1332.3258,148.0>,<688.87994,1265.3071,159.0>,<699.54236,1208.2882,170.0>,<712.11084,1167.2229,181.0>,<725.6428,1139.1072,192.0>,<737.1368,1116.099,203.0>,<745.8221,1097.5337,214.0>,<752.7333,1081.9558,225.0>,<758.73157,1066.3824,236.0>,<764.68555,1049.9435,248.0>,<771.6478,1032.6058,259.0>,<780.7451,1017.7058,270.0>,<792.1446,1005.85547,281.0>,<795.0,1003.0,284.0>,<795.0,1003.0,290.0>,
fear_0955;N;<698.0,1503.0,0.0>,<699.0,1499.0,78.0>,<699.6825,1484.9049,93.0>,<700.6738,1469.6091,104.0>,<702.6674,1448.9911,115.0>,<704.6688,1423.6365,126.0>,<708.91797,1395.41,137.0>,<714.96,1365.8533,148.0>,<721.9549,1337.5287,159.0>,<727.2615,1312.4313,170.0>,<731.2306,1292.0776,181.0>,<736.2537,1275.985,193.0>,<741.24146,1259.4133,204.0>,<745.8145,1241.5565,215.0>,<751.8115,1223.5654,226.0>,<757.81915,1205.5426,237.0>,<766.3888,1186.6252,248.0>,<774.3917,1170.8145,259.0>,<780.7304,1159.6927,270.0>,<785.13727,1151.7255,281.0>,<789.7195,1145.2805,293.0>,<793.1571,1139.2644,304.0>,<797.1546,1132.2681,315.0>,<800.57104,1124.7158,326.0>,<805.126,1116.185,337.0>,<809.6329,1106.2786,348.0>,<814.0624,1094.8129,359.0>,<819.52496,1083.4584,370.0>,<826.5561,1073.4065,381.0>,<833.5694,1063.9075,393.0>,<840.0822,1054.9178,404.0>,<847.0,1049.0,412.0>,<847.0,1049.0,417.0>,
fear_0927;N;<740.0,1441.0,0.0>,<739.0,1436.0,67.0>,<737.83856,1430.193,74.0>,<737.0,1421.9056,85.0>,<738.0,1410.1505,96.0>,<739.0,1397.3784,107.0>,<740.0,1383.394,118.0>,<740.0,1368.8429,129.0>,<741.0,1353.794,141.0>,<742.0,1336.7981,152.0>,<743.6432,1319.8542,163.0>,<745.61694,1302.4476,174.0>,<747.62695,1285.9843,185.0>,<749.62946,1270.9645,196.0>,<752.6193,1255.0453,207.0>,<756.19617,1238.2153,218.0>,<759.1831,1221.676,229.0>,<763.77576,1205.2646,241.0>,<769.7819,1189.2482,252.0>,<777.26526,1171.9032,263.0>,<785.7947,1155.5284,274.0>,<794.15295,1138.1559,285.0>,<802.1902,1120.0721,296.0>,<810.70917,1102.1235,307.0>,<819.6739,1084.187,318.0>,<829.63184,1067.7891,329.0>,<841.1741,1052.2969,341.0>,<856.18005,1039.3875,352.0>,<867.0,1031.0,360.0>,<867.0,1031.0,365.0>,
disgust_0885;N;<679.0,1537.0,0.0>,<678.0,1524.0,50.0>,<680.16583,1490.3467,68.0>,<685.77136,1462.5287,79.0>,<693.0521,1421.6353,90.0>,<699.11304,1375.913,101.0>,<702.38403,1336.8517,112.0>,<707.68756,1297.2341,123.0>,<716.7606,1259.0782,134.0>,<729.66486,1221.671,146.0>,<744.0552,1184.1586,157.0>,<758.7622,1151.4756,168.0>,<770.8806,1126.2388,179.0>,<785.48206,1102.9568,190.0>,<796.0,1089.0,198.0>,<796.0,1089.0,203.0>,
amusement_0747;P;<662.0,1475.0,0.0>,<661.0,1469.0,80.0>,<659.28394,1457.9877,90.0>,<658.0,1445.2462,101.0>,<657.0,1431.2008,112.0>,<657.0,1414.9705,123.0>,<657.0,1396.717,134.0>,<660.0,1378.0,144.0>,<663.35455,1354.5499,156.0>,<668.2634,1331.4193,167.0>,<672.27826,1305.6913,179.0>,<677.2999,1281.8506,190.0>,<681.1554,1260.6453,201.0>,<685.8797,1238.7344,212.0>,<692.5343,1219.2979,223.0>,<698.8966,1199.678,234.0>,<707.453,1178.8676,245.0>,<718.646,1158.9233,256.0>,<729.6111,1138.3796,267.0>,<741.5416,1117.507,279.0>,<753.58435,1096.0261,290.0>,<765.5246,1075.1257,301.0>,<779.74036,1056.6671,312.0>,<792.0,1045.0,320.0>,<792.0,1045.0,325.0>,
excitement_0246;P;<701.0,1559.0,0.0>,<701.0,1556.0,114.0>,<702.658,1549.3679,123.0>,<704.65216,1541.3912,134.0>,<705.6392,1531.8038,145.0>,<707.0,1520.5955,157.0>,<707.62396,1507.6323,168.0>,<708.0,1491.9076,179.0>,<708.63007,1475.9594,190.0>,<709.6155,1460.0764,201.0>,<711.8446,1444.081,212.0>,<716.2067,1428.1732,223.0>,<719.61456,1412.0836,234.0>,<721.3773,1394.396,245.0>,<723.1909,1375.0453,257.0>,<725.616,1352.6079,268.0>,<728.1759,1328.3566,279.0>,<732.80023,1299.9987,290.0>,<738.7865,1268.8765,301.0>,<746.35315,1231.8225,312.0>,<757.567,1193.1533,323.0>,<772.8103,1158.6931,334.0>,<781.2931,1134.694,345.0>,<789.2366,1113.8494,357.0>,<797.15826,1092.5251,368.0>,<805.638,1070.1964,379.0>,<816.1897,1048.6838,390.0>,<826.14557,1029.636,401.0>,<835.14606,1011.7079,412.0>,<843.6646,997.3353,423.0>,<854.6495,988.4103,434.0>,<863.0,985.0,443.0>,<863.0,985.0,448.0>,
amusement_0740;P;<727.0,1442.0,0.0>,<717.0,1426.0,55.0>,<702.0323,1389.258,67.0>,<695.3317,1356.9916,78.0>,<692.32007,1304.9614,89.0>,<690.6816,1243.8254,100.0>,<692.66736,1188.3134,111.0>,<699.28546,1132.2585,122.0>,<708.34033,1075.6304,134.0>,<718.25244,1023.7377,145.0>,<727.9409,974.2363,156.0>,<744.1001,937.16235,167.0>,<757.7479,905.0056,178.0>,<769.71747,876.94543,189.0>,<779.4304,853.9241,200.0>,<789.5461,833.08984,211.0>,<801.56793,815.6481,222.0>,<812.93933,800.297,234.0>,<820.0,789.0,242.0>,<820.0,789.0,248.0>,
awe_0034;P;<705.0,1436.0,0.0>,<690.0,1401.0,41.0>,<678.8642,1355.3212,56.0>,<668.8864,1295.9471,67.0>,<663.9363,1226.3562,78.0>,<664.35455,1136.1998,89.0>,<676.6062,1060.3783,100.0>,<692.0215,1003.93555,111.0>,<715.4402,953.8169,122.0>,<743.7191,915.2688,133.0>,<748.0,910.0,135.0>,<748.0,910.0,141.0>,
amusement_0506;P;<663.0,1532.0,0.0>,<645.0,1494.0,41.0>,<636.3234,1466.8857,47.0>,<622.28143,1416.006,58.0>,<615.0307,1371.5902,69.0>,<607.85114,1309.0435,81.0>,<608.17865,1246.267,92.0>,<612.12787,1194.9016,103.0>,<619.2503,1142.9355,114.0>,<627.82336,1090.3185,125.0>,<640.86957,1041.4735,136.0>,<658.415,999.5144,147.0>,<676.267,961.86584,158.0>,<693.0713,928.36633,169.0>,<710.58093,901.8921,181.0>,<715.0,896.0,183.0>,<715.0,896.0,189.0>,
awe_0827;P;<701.0,1367.0,0.0>,<693.0,1338.0,41.0>,<685.20294,1275.0444,56.0>,<684.0,1198.7767,67.0>,<695.9439,1118.8917,78.0>,<723.2733,1023.865,89.0>,<755.4775,958.4298,100.0>,<778.9164,920.93384,111.0>,<796.74567,895.5425,122.0>,<812.7748,878.90735,133.0>,<829.08203,868.97266,144.0>,<832.0,868.0,146.0>,<832.0,868.0,152.0>,
awe_0599;P;<735.0,1497.0,0.0>,<718.0,1481.0,41.0>,<688.1532,1430.3829,56.0>,<670.51843,1377.9996,68.0>,<662.65356,1332.4574,79.0>,<663.67865,1272.3912,90.0>,<669.4083,1224.256,101.0>,<682.9924,1172.0344,112.0>,<696.3223,1119.3281,123.0>,<711.5989,1063.6046,134.0>,<727.4403,1019.1194,145.0>,<748.31433,983.2656,156.0>,<766.0724,953.1233,168.0>,<780.393,929.0967,179.0>,<783.0,925.0,181.0>,<783.0,925.0,186.0>,
fear_0942;N;<683.0,1474.0,0.0>,<673.0,1444.0,38.0>,<664.08954,1398.3523,44.0>,<658.4332,1324.0477,55.0>,<666.4202,1222.7357,67.0>,<691.0946,1117.0054,78.0>,<717.2307,1040.9937,89.0>,<744.7224,983.2462,100.0>,<776.50964,942.8335,111.0>,<782.0,937.0,113.0>,<782.0,937.0,118.0>,
fear_0688;N;<691.0,1472.0,0.0>,<688.0,1464.0,67.0>,<678.9485,1413.9039,81.0>,<673.6141,1361.29,93.0>,<674.3711,1302.748,104.0>,<679.3045,1240.1279,115.0>,<686.6526,1175.1161,126.0>,<695.6383,1122.1913,137.0>,<706.617,1072.1703,148.0>,<722.76746,1028.4651,159.0>,<739.05853,993.88293,170.0>,<753.3423,963.69507,181.0>,<765.1203,938.1354,193.0>,<775.0262,916.94763,204.0>,<784.00037,895.3992,215.0>,<794.53357,875.6997,226.0>,<805.8423,857.8839,237.0>,<814.2805,839.2987,248.0>,<823.7514,823.14795,259.0>,<834.2973,811.2522,270.0>,<849.2856,801.32153,281.0>,<865.3439,791.91003,293.0>,<870.0,789.0,297.0>,<870.0,789.0,302.0>,
awe_0584;P;<695.0,1511.0,0.0>,<695.0,1503.0,88.0>,<691.685,1472.8223,103.0>,<687.6929,1428.3143,114.0>,<683.7095,1376.5782,125.0>,<681.0,1317.6174,136.0>,<684.5865,1251.0146,147.0>,<693.22614,1192.805,159.0>,<700.50977,1154.0785,170.0>,<710.4228,1117.6272,181.0>,<725.3003,1081.9421,192.0>,<740.8992,1045.3644,203.0>,<758.9982,1007.6034,214.0>,<779.29504,968.82153,225.0>,<798.05634,931.8873,236.0>,<819.06445,901.8329,247.0>,<836.0,884.0,256.0>,<836.0,884.0,262.0>,
disgust_0774;N;<683.0,1562.0,0.0>,<682.0,1561.0,122.0>,<681.3119,1560.0,131.0>,<680.29364,1559.0,142.0>,<680.0,1557.3177,153.0>,<680.6906,1554.6188,164.0>,<681.6815,1550.637,175.0>,<682.6865,1546.627,187.0>,<682.32214,1543.6443,198.0>,<682.0,1540.0024,209.0>,<682.676,1534.9718,220.0>,<683.0,1529.6427,231.0>,<683.0,1525.6489,242.0>,<682.0,1522.6497,253.0>,<681.0,1520.3314,265.0>,<679.5,1518.5,275.0>,<680.0,1517.3333,287.0>,<679.0,1516.3345,298.0>,<679.0,1515.1702,309.0>,<678.0,1513.3429,320.0>,<678.0,1512.1746,331.0>,<677.33777,1511.0,342.0>,<677.34424,1510.0,354.0>,<677.0,1508.3533,365.0>,<677.0,1507.1746,376.0>,<677.0,1505.3466,387.0>,<676.1745,1504.1746,398.0>,<676.0,1503.1707,409.0>,<677.5,1501.5,420.0>,<676.65515,1500.3448,432.0>,<677.0,1499.1754,443.0>,<677.0,1497.5,453.0>,<677.0,1496.3425,465.0>,<677.0,1495.1761,476.0>,<677.0,1493.342,487.0>,<676.0,1492.3353,498.0>,<676.8255,1492.0,510.0>,<677.0,1491.1682,521.0>,<677.0,1490.5,528.0>,<677.6624,1489.3375,543.0>,<678.0,1488.1785,554.0>,<678.8272,1487.1729,565.0>,<679.0,1485.5,575.0>,<680.0,1484.3247,587.0>,<680.6494,1483.0,599.0>,<681.0,1481.3403,610.0>,<681.0,1479.3472,621.0>,<681.0,1477.5,631.0>,<679.6729,1476.673,643.0>,<680.0,1475.5209,664.0>,<680.0,1475.6764,677.0>,<680.0,1476.5,681.0>,<680.5,1476.0,709.0>,<680.0,1477.0,728.0>,<680.0,1479.5,754.0>,<680.0,1480.3431,766.0>,<680.0,1481.3346,777.0>,<680.0,1482.3425,788.0>,<680.0,1483.3391,799.0>,<680.0,1484.0,817.0>,<680.0,1484.5,843.0>,<681.0,1483.0,879.0>,<681.0,1481.2996,899.0>,<681.0,1480.15,910.0>,<681.7138,1478.2861,922.0>,<682.70245,1475.5951,933.0>,<683.7062,1471.5876,944.0>,<684.7199,1465.8403,955.0>,<685.0,1459.1488,966.0>,<684.2846,1450.4232,977.0>,<683.29266,1436.3413,988.0>,<681.2968,1420.3745,1000.0>,<680.0,1402.6255,1011.0>,<680.0,1385.2086,1022.0>,<679.26544,1369.1234,1033.0>,<679.0,1353.9694,1044.0>,<679.0,1338.2208,1055.0>,<679.0,1322.217,1066.0>,<679.0,1305.3474,1078.0>,<679.0,1288.5231,1089.0>,<679.0,1267.9124,1100.0>,<680.41895,1245.4862,1111.0>,<682.7278,1220.9945,1122.0>,<684.6978,1200.0221,1133.0>,<685.7082,1179.918,1144.0>,<688.0,1160.7109,1155.0>,<689.70496,1142.6556,1167.0>,<691.0,1124.8625,1178.0>,<692.7071,1103.5153,1189.0>,<695.04425,1081.7345,1200.0>,<697.87524,1058.3108,1211.0>,<701.87177,1033.7694,1222.0>,<705.44385,1012.56177,1233.0>,<708.80035,993.9983,1245.0>,<713.15985,975.1339,1256.0>,<719.2681,954.77295,1267.0>,<724.7033,936.4834,1278.0>,<725.41724,915.8274,1289.0>,<727.87445,895.6279,1300.0>,<733.29346,877.5508,1311.0>,<740.4109,860.82556,1323.0>,<748.69604,840.7599,1334.0>,<756.04614,817.4667,1345.0>,<764.17,790.35815,1356.0>,<773.74316,764.8988,1367.0>,<786.44635,738.8305,1378.0>,<801.7066,717.9926,1389.0>,<818.5664,698.4336,1400.0>,<835.5214,682.0389,1412.0>,<853.4272,669.1122,1423.0>,<873.13477,655.2585,1434.0>,<892.7321,645.50714,1445.0>,<912.6917,638.7694,1456.0>,<928.0,634.0,1465.0>,<928.0,634.0,1470.0>,
excitement_0225;P;<673.0,1514.0,0.0>,<658.0,1484.0,41.0>,<654.5977,1466.9829,48.0>,<650.60077,1438.2054,59.0>,<648.62103,1408.2106,70.0>,<645.6268,1353.7148,81.0>,<643.0,1300.2582,92.0>,<648.0383,1248.6932,104.0>,<656.6514,1201.417,115.0>,<663.0289,1159.798,126.0>,<671.2554,1122.2808,137.0>,<678.6719,1090.3124,148.0>,<687.31616,1061.7148,159.0>,<696.9224,1033.8478,170.0>,<709.42267,1006.15466,181.0>,<724.94464,975.1107,192.0>,<744.8905,941.3511,204.0>,<767.1996,910.8004,215.0>,<772.0,906.0,217.0>,<772.0,906.0,222.0>,
amusement_0513;P;<680.0,1430.0,0.0>,<674.0,1417.0,46.0>,<666.4433,1394.1443,59.0>,<665.3295,1380.9657,70.0>,<665.0,1364.1508,81.0>,<665.0,1350.1606,92.0>,<665.0,1335.5948,103.0>,<666.0,1317.3505,114.0>,<666.0,1296.0531,125.0>,<667.65686,1269.1475,137.0>,<672.61993,1234.2103,148.0>,<680.5966,1194.3678,159.0>,<689.5775,1153.468,170.0>,<697.8663,1115.6686,181.0>,<705.11786,1082.0228,192.0>,<715.5029,1047.111,203.0>,<729.7291,1014.9203,214.0>,<741.6092,989.7816,225.0>,<753.0133,964.1654,237.0>,<764.584,940.4293,248.0>,<775.55066,919.0823,259.0>,<787.5113,898.1478,270.0>,<801.0598,880.3602,281.0>,<814.43176,864.99634,292.0>,<828.0343,851.542,303.0>,<842.98535,841.1533,314.0>,<858.5415,830.72925,325.0>,<862.0,829.0,328.0>,<862.0,829.0,333.0>,
awe_0842;P;<629.0,1429.0,0.0>,<625.0,1395.0,57.0>,<627.3441,1324.5106,75.0>,<633.6842,1262.8556,86.0>,<644.374,1193.145,97.0>,<665.44,1116.6217,109.0>,<685.3262,1057.6835,120.0>,<706.2836,1009.4192,131.0>,<725.0968,974.5321,142.0>,<741.5,944.0,152.0>,<757.307,920.84717,164.0>,<768.22546,900.5491,175.0>,<779.883,883.82263,186.0>,<790.8531,870.78906,198.0>,<800.4392,860.5608,209.0>,<808.0,853.0,218.0>,<808.0,853.0,223.0>,
excitement_0233;P;<666.0,1520.0,0.0>,<664.0,1472.0,33.0>,<667.1969,1411.4504,45.0>,<672.8362,1347.4744,56.0>,<687.0349,1245.066,67.0>,<710.55347,1140.9948,78.0>,<744.3232,1031.1921,89.0>,<769.98914,972.6041,100.0>,<795.13043,936.52576,111.0>,<817.5056,908.3932,122.0>,<834.751,889.249,134.0>,<846.8225,875.8157,145.0>,<850.0,874.0,147.0>,<850.0,874.0,153.0>,
excitement_0252;P;<680.0,1514.0,0.0>,<677.0,1508.0,77.0>,<667.32214,1474.9413,92.0>,<658.28723,1415.6196,103.0>,<654.0,1342.2874,114.0>,<658.2884,1257.0623,126.0>,<676.47314,1175.2859,137.0>,<697.4438,1118.2462,148.0>,<717.3019,1069.5056,159.0>,<739.5905,1024.7166,170.0>,<763.81635,982.6067,181.0>,<788.0295,945.11755,192.0>,<814.9098,916.0902,203.0>,<820.0,911.0,206.0>,<820.0,911.0,211.0>,
fear_0668;N;<671.0,1466.0,0.0>,<664.0,1445.0,39.0>,<655.6074,1392.4851,54.0>,<651.61865,1346.6149,65.0>,<654.38055,1303.6724,76.0>,<659.75116,1249.8687,87.0>,<669.4105,1207.121,99.0>,<683.6652,1164.0043,110.0>,<697.5948,1123.8721,121.0>,<709.95337,1083.481,132.0>,<723.12994,1047.0989,143.0>,<738.90326,1018.4945,154.0>,<750.2101,999.2218,165.0>,<758.54706,982.9059,176.0>,<764.2859,969.14233,187.0>,<768.24615,956.63855,199.0>,<773.8097,945.9839,210.0>,<779.84174,935.9304,221.0>,<787.3722,926.0348,232.0>,<794.0,918.0,240.0>,<794.0,918.0,245.0>,
amusement_0496;P;<702.0,1523.0,0.0>,<699.0,1516.0,55.0>,<692.60706,1491.7854,65.0>,<683.5474,1438.9751,76.0>,<680.692,1369.7041,87.0>,<685.84625,1284.2678,98.0>,<700.94904,1189.2548,109.0>,<725.066,1102.3811,120.0>,<752.79663,1040.3075,131.0>,<783.0019,982.7467,143.0>,<815.0156,932.8535,154.0>,<845.4079,891.81665,165.0>,<874.7696,860.23035,176.0>,<900.8157,839.3159,187.0>,<904.0,837.0,189.0>,<904.0,837.0,194.0>,
excitement_0161;P;<662.0,1521.0,0.0>,<658.0,1505.0,47.0>,<648.04254,1458.7341,59.0>,<642.1733,1412.6797,71.0>,<637.2968,1337.1685,82.0>,<638.43726,1260.2849,93.0>,<649.2131,1194.5284,104.0>,<668.8243,1130.892,115.0>,<687.12,1077.3201,126.0>,<706.7648,1030.2678,137.0>,<726.31757,986.36487,148.0>,<748.3673,949.9491,159.0>,<771.4447,914.45337,171.0>,<794.21313,884.5847,182.0>,<816.8759,862.27,193.0>,<836.2736,846.7085,204.0>,<843.0,842.0,208.0>,<843.0,842.0,213.0>,
fear_0701;N;<694.0,1543.0,0.0>,<693.0,1537.0,77.0>,<693.0,1515.3296,92.0>,<691.3343,1490.0175,103.0>,<686.04376,1443.6979,114.0>,<681.055,1390.8464,125.0>,<679.0,1330.9177,136.0>,<682.5834,1273.2081,147.0>,<689.28064,1230.3953,158.0>,<694.5173,1206.7068,169.0>,<699.94727,1188.1582,181.0>,<706.5529,1167.9796,192.0>,<714.50305,1144.8651,203.0>,<721.82385,1116.8809,214.0>,<728.44836,1082.3704,225.0>,<736.3607,1043.1964,236.0>,<745.92773,1002.7035,247.0>,<755.8611,964.1279,258.0>,<766.89514,929.0968,269.0>,<779.9137,898.1726,281.0>,<793.32837,870.23376,292.0>,<806.27545,844.4491,303.0>,<819.2888,820.9706,314.0>,<830.7897,800.12756,325.0>,<843.7054,783.76526,336.0>,<858.7185,768.2815,347.0>,<873.08594,755.4248,358.0>,<888.17053,743.39343,369.0>,<903.64197,733.3986,381.0>,<920.27234,723.86383,392.0>,<924.0,722.0,394.0>,<924.0,722.0,400.0>,
amusement_0505;P;<686.0,1493.0,0.0>,<684.0,1473.0,88.0>,<680.34235,1380.0361,103.0>,<684.0411,1279.8995,114.0>,<701.57697,1155.7957,125.0>,<737.8397,1017.8063,136.0>,<773.5302,928.9652,148.0>,<803.6315,876.516,159.0>,<830.5806,847.68286,170.0>,<846.2267,828.8866,181.0>,<866.0,823.0,189.0>,<866.0,823.0,195.0>,
fear_0907;N;<675.0,1571.0,0.0>,<664.0,1550.0,39.0>,<641.1819,1502.9597,54.0>,<624.41455,1465.4327,65.0>,<616.935,1434.5452,77.0>,<609.9372,1394.6232,88.0>,<605.66626,1357.3295,99.0>,<605.67255,1315.2034,110.0>,<612.6434,1277.444,121.0>,<622.30524,1240.4401,132.0>,<631.1882,1202.885,143.0>,<640.29895,1165.1238,154.0>,<652.46423,1127.245,165.0>,<665.7415,1087.5283,177.0>,<680.803,1050.1932,188.0>,<695.1323,1014.96436,199.0>,<709.091,983.818,210.0>,<721.4908,957.01843,221.0>,<732.39575,936.34045,232.0>,<742.29114,917.4177,243.0>,<750.7309,902.7229,254.0>,<759.2112,890.23596,265.0>,<767.196,880.8041,277.0>,<774.63245,873.36755,288.0>,<781.9818,868.2073,299.0>,<791.3709,863.45166,310.0>,<800.0,860.0,320.0>,<800.0,860.0,325.0>,
awe_0833;P;<691.0,1420.0,0.0>,<672.0,1388.0,105.0>,<671.0,1352.4236,114.0>,<671.0,1306.4325,125.0>,<672.64825,1256.1461,136.0>,<676.55444,1201.7577,147.0>,<685.5513,1148.968,159.0>,<695.1934,1102.6718,170.0>,<710.10876,1058.8085,181.0>,<724.8823,1023.625,192.0>,<739.85443,991.89795,203.0>,<754.2467,964.11316,214.0>,<768.7229,940.91565,225.0>,<783.15,919.0714,236.0>,<796.13776,901.2711,247.0>,<807.4298,885.4269,259.0>,<816.9134,869.92126,270.0>,<825.29706,856.55444,281.0>,<835.99304,846.2887,292.0>,<847.0,842.0,300.0>,<847.0,842.0,305.0>,
fear_0939;N;<656.0,1438.0,0.0>,<649.0,1418.0,39.0>,<640.3934,1367.1471,54.0>,<636.7883,1317.7078,65.0>,<639.10046,1269.1947,77.0>,<648.2458,1200.0635,88.0>,<665.64825,1138.7255,99.0>,<688.0842,1075.1157,110.0>,<712.629,1014.7506,121.0>,<735.5056,971.9888,132.0>,<754.45087,938.1907,143.0>,<769.8909,909.6636,154.0>,<786.8898,888.8878,165.0>,<802.3196,871.4463,177.0>,<815.063,855.35657,188.0>,<826.0,846.0,197.0>,<826.0,846.0,202.0>,
excitement_0269;P;<691.0,1476.0,0.0>,<681.0,1452.0,41.0>,<671.8205,1420.4956,48.0>,<661.02484,1364.5392,59.0>,<658.37427,1315.0992,70.0>,<660.4135,1236.4366,81.0>,<674.93097,1160.6598,92.0>,<694.8319,1092.4547,103.0>,<718.03296,1027.9341,114.0>,<743.08105,978.5112,125.0>,<766.13617,939.67395,136.0>,<786.51306,907.23035,148.0>,<805.1145,882.9675,159.0>,<822.7532,862.60767,170.0>,<840.4484,848.131,181.0>,<844.0,846.0,183.0>,<844.0,846.0,189.0>,
awe_0032;P;<709.0,1494.0,0.0>,<697.0,1455.0,43.0>,<688.84155,1403.7323,55.0>,<685.3348,1339.0511,66.0>,<688.0719,1264.4464,78.0>,<699.0942,1189.7526,89.0>,<709.484,1130.1863,100.0>,<723.8336,1080.2827,111.0>,<741.09204,1042.8159,122.0>,<750.7264,1015.8209,133.0>,<759.727,995.8644,144.0>,<766.00464,978.6543,156.0>,<773.6468,963.36816,167.0>,<775.0,961.0,169.0>,<775.0,961.0,175.0>,
anger_0024;N;<692.0,1569.0,0.0>,<687.0,1554.0,60.0>,<680.99225,1534.7753,67.0>,<672.4659,1503.45,78.0>,<662.1751,1456.6381,89.0>,<650.5364,1408.4529,100.0>,<642.21234,1361.2739,111.0>,<634.28546,1308.6769,122.0>,<629.3199,1251.5966,133.0>,<632.04315,1185.4819,145.0>,<641.8684,1124.3683,156.0>,<660.9713,1050.8044,167.0>,<700.5021,957.62646,178.0>,<733.05115,893.8977,189.0>,<754.31415,852.96216,200.0>,<767.7259,826.59265,211.0>,<782.652,806.348,222.0>,<795.15094,794.0409,233.0>,<806.28973,785.14014,245.0>,<816.797,777.4022,256.0>,<824.82117,772.58936,267.0>,<832.8744,769.7814,278.0>,<840.9019,766.5491,289.0>,<848.9564,762.61743,300.0>,<859.5189,757.78485,311.0>,<869.52155,749.7828,322.0>,<877.0,742.0,332.0>,<877.0,742.0,337.0>,
anger_0259;N;<702.0,1537.0,0.0>,<699.0,1529.0,74.0>,<690.6641,1502.6528,89.0>,<685.0062,1480.0249,100.0>,<680.6775,1455.4037,111.0>,<675.06647,1414.2424,123.0>,<670.68677,1365.2413,134.0>,<668.35425,1317.5017,145.0>,<670.3182,1270.8407,156.0>,<676.2471,1225.6589,167.0>,<679.9349,1188.0359,178.0>,<684.2426,1153.4379,189.0>,<691.16315,1121.5106,200.0>,<696.23517,1094.9713,211.0>,<701.8129,1071.3527,223.0>,<707.7899,1047.8402,234.0>,<713.81415,1023.7435,245.0>,<722.3326,998.83606,256.0>,<729.2061,971.8302,267.0>,<736.7922,945.2987,278.0>,<744.7373,920.978,289.0>,<754.73065,898.99255,300.0>,<765.6763,876.64746,311.0>,<775.63055,855.21277,323.0>,<784.12714,834.6821,334.0>,<792.65454,816.7528,345.0>,<801.58453,801.3817,356.0>,<812.02625,788.4541,367.0>,<822.5458,774.4359,378.0>,<834.0596,762.4503,389.0>,<846.6517,753.9133,400.0>,<850.0,752.0,403.0>,<850.0,752.0,408.0>,
